Plant_ID,Site,Location,Quadrat,Species,Date_Planted,Date_Measured,Age_Months,Height_cm,Num_Leaves,Flowering,Num_Flowers,Condition,Notes
,Site_B,LOC2,Q6,Leptospermum scoparium,22.06.17,11/12/17,,12.1,237,1,27,Fair,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,Loc_2,q3,Leptospermum scoparium,08.08.17,11.02.18,,74,84,FALSE,0,very healthy,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,Site A,Loc-2,quad6,Hebe speciosa,24/3/2017,21/11/2018,,58,127,N,0,Good,Very windy on day of measurement. Some difficulty holding height rod steady.
,Site_B,Loc_1,Q5,Leptospermum scoparium,7/7/19,1-Jun,,103,263,no,0,dying,Bindweed at lower stem only. Removed.
,Site_b,LOC3,Q 6,Pseudopanax crassifolius,24/2/2020,7/11/21,,62,16,TRUE,130,healthy,Condition not assessed; area inaccessible due to wet ground.
,Site_a,Loc_2,Q3,Pseudopanax crassifolius,7/4/18,17/11/2019,,33,66,Y,25,struggling,Grass encroaching from north. Hand pull recommended.
,Site_A,Loc_2,Q4,Phormium tenax,21/3/2021,2-Jun,,110,104,TRUE,3,struggling,Condition not fully assessed; heavy rain during visit. Check at next survey.
,Site_B,Loc_3.,q5,Pittosporum tenuifolum,4/3/17,15-Feb,,6.8,174,yes,4,needs attention,Tradescantia spreading from west. Competition increasing significantly.
,Site_B,LOC_4,Q1,Coprosma robusta,15/4/2024,1/9/24,,75,231,yes,32,could be better,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,SITE_A,LOC_4,Q03,Phormium tenax,08.06.17,14/5/18,,156,243,Yes,6,dying,Leaf tips browning. Tradescantia present within 1m.
,site_b,Loc_3,Q4,Coprosma robusta,17.02.21,11/5/21,,32,134,TRUE,22,Fair,Berries present; fruiting plant.
,SITE_B,Loc_1,Q3,Coprosma robusta,27/10/2019,5/6/21,,122,202,N,0,in decline,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,Site_a,Loc_1,Q3,Leptospermum scoparium,10-Sep,13/8/25,,101,157,YES,20,not bad,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,site_a,Loc_4,Q6,Coprosma robusta,12/5/18,22.08.18,,9.3,209,TRUE,2,great condition,Weed mat placed around base. Check next visit for effectiveness.
,Site A,Loc_1,Q5,Leptospermum scoparium,1/1/19,26/06/2020,,107,59,Yes,1,Poor,Standing water present in shallow depression 2m to south.
,SiteA,Location_3,Q5,Phormium tenax,26/1/2023,7/5/23,,60,179,NO,3,Poor,Windburn on leaves. Stem very solid.
,Site_A,LOC_1,Q4,Pseudopanax crassifolius,7/3/18,20/12/2019,,55,210,y,2,struggling,Leaf tips browning. Tradescantia present within 1m.
,Site_A,Loc_3,Q4,Pseudopanax crassifolius,15/12/2018,9/11/19,,55,204,yes,4,very healthy,Berries present; fruiting plant.
,site_A,Loc_1,Q6,Phormium tenax,23/2/2018,20/8/2019,,166,141,y,11,healthy,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site B,Loc_3.,Q1,Hebe speciosa,16.02.18,8/9/18,,59,104,No,0,struggling,Height not recorded; measuring tape misplaced during visit.
,Site_B,Loc_2,Q5.,Phormium tenax,9/1/23,9/22/23,,53,133,y,24,Fair,Oxalis and clover present. Competing for light at base.
,Site_B,LOC_3,quad1,Hebe speciossa,23/2/2019,30/1/2020,,22,59,1,9,very healthy,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,site_B,Loc_3,Q4,Coprosma robusta,15-Oct,25/10/2018,,10.2,204,TRUE,22,fair,Some couch grass at root zone. Otherwise healthy.
,Site B,Loc_4,Q1,Leptospermum scoparium,5/11/23,7/6/24,,122,79,Y,35,excellent,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_B,Loc_3,Q1,Pseudopanax crassifolius,15-May,27/2/2022,,68,5.2,FALSE,0,excellent,Very little weed competition here. Natural leaf litter forming.
,Site_a,loc_3,Q4,Hebe species,2/1/22,29/4/23,,76,79,TRUE,10,Healthy,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_A,Location_2,Q5,Pseudopanax crassifoluius,12/12/22,5-Oct,,60,123,n,0,not too bad,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_A,Loc_4,Q2,Phormium tenax,6/5/24,26/10/2025,,131,249,no,0,OK,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_B,LOC_4,Q 5,Pittosporum tenuifolium,23/2/2024,21/3/25,,136,169,Yes,22,could be better,Dense gorse noted 5m north. Not yet encroaching but monitoring required.
,site_b,Loc_1,Q5,Pittosporum tenuifolium,8/10/21,31/5/2022,,630,42,FALSE,0,could be dead,Grass encroaching from north. Hand pull recommended.
,site_b,Loc_2,Q6,Pseudopanax crassifolius,18/1/2022,8/10/23,,50,191,n,0,excellent,Tradescantia coverage increasing rapidly. Urgent attention needed.
,SiteB,Loc_1,Q1,Phormium tenax,20/2/24,12.11.25,,104,169,yes,26,,Num_Flowers count approximate; plant too dense to count accurately.
,Site_A,Loc-2,Q6a,Leptospermum scoparium,12/11/20,1/16/22,,67,85,yes,32,could be better,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,site_a,loc_3,Q2,Pittosporum tenuifolium,23/1/2023,4/23/24,,,173,y,11,not too bad,Tradescantia coverage increasing rapidly. Urgent attention needed.
,Site_A,Loc_1,Q4.,Coprosma robusta,19/12/2024,7/7/25,,130,170,TRUE,8,Fair,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,SITE_B,LOC3,Q2,Coprosma robusta,10/9/22,2/4/24,,127,90,NO,0,Fair,Weed mat placed around base. Check next visit for effectiveness.
,Site_A,Loc_3.,Q6,Phormium tenax,3/4/18,22/11/2019,,163,88,TRUE,14,Average,Bellbird observed in adjacent canopy. Vigorous; multiple flower spikes developing.
,Site_B,LOC3,Q5,Pseudopanax crassifolius,24/3/2019,26/9/2019,,32,130,Yes,35,Average,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,Site_B,Loc_1,Q2,Pseudopanax crassifolius,24/4/2023,20-May,,20,9.2,0,0,not great,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,Site_B,Loc_4,Q5.,Leptospermum scoparium,21/03/2023,22/06/2024,,75,79,yes,21,,Some couch grass at root zone. Otherwise healthy.
,site_B,Loc_4,Q1,Leptospermum scoparium,10/10/17,1/12/18,,65,249,TRUE,33,not too bad,Oxalis present around base. Spreading fast; consider manual removal.
,Site B,LOC_2,Q3,Coprosma robusta,5/7/17,2/5/18,,82,28,TRUE,21,Reasonable,Couch grass competition at edge of root zone. Plant maintaining itself.
,SITE_B,Loc_4,Q11,Leptospermum scoparium,2/7/21,17/4/22,,100,136,n,0,Average,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,Site_B,LOC2,Q 6,Phormium tenax,14.06.23,13/2/25,,167,87,Y,25,ok,Bindweed removed from stem during visit. Will recheck next survey.
,Site_A,Loc_1,Q04,Pittosporium tenuifolium,3/7/19,11/12/20,,750,-174,No,0,very healthy,Standing water present in shallow depression 2m to south.
,Site_B,Loc_4,Q2,Coprosma robusta,2/12/19,19-Sep,,85,139,N,0,great condition,Bindweed at lower stem only. Removed.
,Site_A,Location_3,Q4,Pittosporum tenuifolium,13-Mar,1/1/18,,79,26,Yes,15,POOR,Weed pressure reducing light to lower leaves. Growth slowing.
,site_B,Loc_2,quad3,Leptospermum scoparium,13/1/19,5/5/20,,95,220,Yes,3,not great,Weed pressure moderate. Plant coping.
,Site_B,Loc_4,Q4,Leptospermum scoparium,14.02.24,21/05/2024,,53,244,yes,28,poor,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_A,Loc_4,Q4,Hebe speciosa,18/11/2017,7/11/18,,27,226,Yes,21,Fair,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site A,Loc_1,quad4,Phormium tenax,13.08.19,3/9/20,,85,215,0,0,could be better,Condition not assessed; area inaccessible due to wet ground.
,Site_A,Location_3,Q5.,Leptospermum scoparium,6/12/17,9-May,,93,96,yes,18,very poor,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,SiteA,Loc_4,quad2,Pseudopanax crassifolius,20/1/2019,4/12/19,,22,48,no,0,Healthy,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,Site_B,LOC_4,Q2,Hebe speciosa,21/6/2023,26.12.23,,57,247,TRUE,31,Good,Oxalis present around base. Spreading fast; consider manual removal.
,Site_B,Loc_4,Q 4,Pittosporum tenuifolium,12/5/23,30/4/2025,,51,109,no,0,OK,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_A,Loc_2,Q06,Pseudopanax crassifolius,13/9/2022,,,39,192,NO,0,struggling,Height not recorded; measuring tape misplaced during visit.
,Site_A,Loc_3,Q01,Hebe speciosa,8/13/23,7/4/24,,15,157,Y,22,not great,Gecko under adjacent rock. No new growth concerns.
,Site_A,Loc_4,Q3,Pittosporum tenuifolium,14/9/2024,17/1/25,,151,177,Yes,16,Good,Berries present; fruiting plant.
,Site_B,Location_1,q3,Leptospermum scoparium,8/6/19,25-Nov,,95,195,TRUE,30,healthy,"Standing water, well draining. Plant vigorous."
,site_b,Loc-3,quad4,Phormium tenax,16/4/2021,5/8/22,,158,238,Y,18,reasonable,Grass encroaching from north. Hand pull recommended.
,site_b,LOC3,Q4.,Phormium tenax,01.05.18,24-Nov,,84,129,FALSE,0,poor,"Standing water, well draining. Plant vigorous."
,Site_B,Loc_1,Q4,Leptospermum scoparium,9-Jun,3/5/19,,79,264,FALSE,0,average,Tradescantia spreading from west. Competition increasing significantly.
,Site_A,LOC4,Q6,Leptospermum scoparium,8/5/17,1-Feb,,126,77,FALSE,0,could be better,Leaf litter accumulating around base. Sign of establishing well.
,Site_B,loc_04,Q6,Hebe speciosa,6/8/17,26/5/2018,,49,270,NO,0,,Tradescantia coverage increasing rapidly. Urgent attention needed.
,Site_A,Loc-3,Q11,Pseudopanax crassifolius,2/4/24,26/11/24,,25,95,NO,0,struggling,Leaf litter accumulating around base. Sign of establishing well.
,Site B,Location_4,Q5,Leptospermum scoparium,5/3/22,04.01.24,,109,194,Y,23,very healthy,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,site_a,Loc_3,Q3,Phormium tenex,24.02.24,18/8/2025,,40,179,No,0,great condition,Num_Flowers count approximate; plant too dense to count accurately.
,SITE_B,LOC2,Q1,Leptospermum scoparium,14-Jul,10/5/19,,87,171,FALSE,0,not too bad,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_A,Loc_2,Q1,Pseudopanax crassifolius,25/11/2020,1/10/21,,43,86,Y,31,not too bad,Wax-eye activity observed in adjacent canopy.
,Site_A,LOC_4,Q2,Phormium tenax,07.01.22,5/1/23,,7.4,249,TRUE,27,fair,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,Site_B,Loc_3,quad4,Hebe speciosa,7/11/19,27/3/20,,88,154,Y,21,good,Weed mat placed around base. Check next visit for effectiveness.
,Site B,Loc_4,Q3,Leptospermum scoparium,23-Mar,28-Nov,,32,-231,YES,20,great condition,Sedge competition at base but manageable.
,Site_B,Loc_2,Q2,Phormium tenax,13/7/2024,27/4/2025,,104,232,1,8,needs attention,Weeds encroaching from all sides. Annual weed clear recommended.
,Site_A,LOC_3,q4,Pseudopanax crassifolius,18/1/2023,19/11/24,,57,354,FALSE,0,Reasonable,Bindweed on lower branches. Condition hard to assess through weed cover.
,Site_B,LOC_3,quad4,Phormium tenax,22-Aug,3/28/25,,139,38,n,0,great condition,Oxalis and clover present. Competing for light at base.
,SITE_A,loc_1,Q 6,Pseudopanex crassifolius,1/9/22,5/9/23,,58,262,YES,30,Average,Leaf tips browning. Tradescantia present within 1m.
,site_B,Loc-1,Q3,Phormium teanx,1/23/17,16-Nov,,102,105,Yes,0.3,in decline,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,Site_A,loc_2,Q4,Hebe speciosus,14/9/2018,9/1/20,,47,23,TRUE,20,Reasonable,Percentage_Cover hard to assess; dense grass cover makes boundary unclear.
,Site_A,loc_2,Q6a,Phormiun tenax,24/5/2023,3/15/24,,194,157,y,23,very healthy,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,site_A,Loc_4,Q5.,Hebe species,11/5/24,8/21/25,,59,147,n,0,Reasonable,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,SITE_B,LOC_3,Q5,Hebe speciosa,13/2/2017,28/12/17,,71,193,yes,23,very poor,Kikuyu removed during visit. Exposed root damage minor.
,Site_A,Loc_3,Q3,Hebe speciosa,1/3/24,24/6/2024,,44,45,NO,0,dying,Bindweed removed from stem during visit. Will recheck next survey.
,Site_A,Loc_1,Q2,Phormium tenax,23/4/2023,9/12/23,,191,183,FALSE,0,Reasonable,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_B,Loc_3,Q4,Hebe speciosa,4/2/24,,,46,39,y,25,needs attention,Condition not fully assessed; heavy rain during visit. Check at next survey.
,Site_A,LOC1,Q4a,Leptospermum scoparium,25/12/2021,30/3/22,,28,255,TRUE,0,Average,Bindweed wrapped around lower branch. Removed during visit.
,SiteB,Loc_1,Q3.,Leptospermun scoparium,19/5/24,23-Jul,,92,134,N,0,could be dead,Very little weed competition here. Natural leaf litter forming.
,Site_B,Loc-4,q5,Coprosma robusta,1/7/22,4/7/23,,135,141,no,0,,Flower count unreliable; counted during windy conditions. Possibly inaccurate.
,SITE_A,Loc_1,Q1,Hebe speciosa,9/2/24,17/5/24,,85,153,No,0,GOOD,Height not recorded; measuring tape misplaced during visit.
,Site B,Loc_2,Q4.,Pseudopanax crassifolius,23/9/2018,20/4/19,,30,243,YES,35,looking great,Kikuyu removed during visit. Exposed root damage minor.
,site_A,Loc_3,Q1,Leptospermum scoparium,10/17/18,6-Dec,,100,178,FALSE,0,average,Windburn on leaves. Stem very solid.
,Site_A,Loc_1,Q4,Coprosma robusta,3/7/17,1/12/19,,65,97,NO,0,needs attention,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_B,Loc_1,q5,Pittosporum tenuifolium,28/12/2019,4/25/21,,159,123,yes,4,good,Moderate weed pressure. Plant coping well despite competition.
,Site_b,Location_2,Q02,Pitosporum tenuifolium,15/3/2023,24/11/2023,,60,145,0,0,GOOD,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_b,loc_04,Q2,Pseudopanax crassifolius,14/12/2019,9/7/20,,17,126,NO,0,Reasonable,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_B,LOC1,Q2,Pittosporum tenuifolium,7-May,12/4/21,,45,270,n,0,thriving,Very little weed competition here. Natural leaf litter forming.
,Site_A,Loc_4,q2,Hebe speciosa,8/15/23,5/2/25,,19,211,TRUE,1,not bad,Wax-eye activity observed in adjacent canopy.
,SITE_B,Loc_2,quad5,Coprosma robusta,6-Jul,7/19/19,,117,260,no,0,reasonable,Oxalis present around base. Spreading fast; consider manual removal.
,site_B,Loc_2,Q4a,Phormium tenax,1/1/21,1/1/22,,179,83,n,0,ok,Weed pressure moderate. Plant coping.
,Site_A,loc_3,Q2,Coprosma robusta,09.11.19,12/6/20,,120,250,0,4,Good,Weed mat placed around base. Check next visit for effectiveness.
,Site_A,Loc_4,Q5,Phormium tenax,21/8/2022,12/3/24,,146,124,YES,8,ok,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,Site_A,Loc-2,Q6,Pseudopanax crassifolius,,26.03.22,,68,264,Y,5,very healthy,Sandy topsoil exposed around base. Multiple stems.
,Site_B,Loc-1,Q1,Pseudopanax crassifolius,3/10/20,1/2/21,,112,183,n,0,Healthy,Weeds encroaching from all sides. Annual weed clear recommended.
,Site_B,Loc_1,q1,Pseudopanax crassifolius,18-Jan,8/4/24,,37,48,Yes,20,struggling,Kikuyu removed during visit. Exposed root damage minor.
,Site_A,LOC3,Q4.,Leptospermum scoparium,10/23/20,29.07.22,,127,146,y,14,reasonable,Weed mat placed around base. Check next visit for effectiveness.
,SiteA,Loc_3.,Q3a,Coprosma robusta,18/6/2020,17/8/2021,,114,80,Y,23,Average,Heavily shaded by dense manuka above. Etiolated growth form.
,site_b,Location_4,Q3,Pittosporum tenuifolium,12/14/22,18/09/2023,,125,20,n,0,GOOD,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,SiteA,Loc_4,Q 4,Pseudopanax crassifolius,17/12/20,8/8/22,,69,99,No,0,Poor,Oxalis and clover present. Competing for light at base.
,Site_A,Loc_2,Q03,Hebe speciosa,19.01.23,16/4/23,,28,125,Y,18,not great,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,site_a,Loc_2,Q1,Phormium tenax,01.06.17,20/8/2018,,100,87,0,0,looking great,Berries present; fruiting plant.
,Site A,LOC_2,Q5a,Pseudopanax crassifoluius,19/12/2022,8-Nov,,18,265,y,2,not too bad,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_B,Loc_2,Q2,Leptospermum scoparium,15/2/23,5/4/24,,59,254,N,0,GOOD,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,SITE_A,Loc_4,Q2,Leptospermum scoparium,5/16/20,29/11/2021,,40,195,TRUE,21,excellent,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,site_B,Loc_1,Q5,Leptospermum scoparium,22/3/2020,26.09.21,,117,234,y,2,very poor,Oxalis and clover present. Competing for light at base.
,SITE_B,Loc_3,Q3.,Leptospermum scoparium,10/12/21,11/1/23,,35,193,FALSE,0,Poor,Some couch grass at root zone. Otherwise healthy.
,Site_A,LOC2,Q2,Leptospermum scoparium,17-Oct,3/1/20,,66,30,FALSE,0,fair,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_a,Loc_1,q5,Leptospermum scoparium,7/12/17,18/7/19,,106,174,yes,8,looking great,Excellent specimen. Bird droppings on upper leaves; likely a perch site.
,Site_B,Loc_4,quad2,Phormium tenax,9/4/24,5/22/25,,98,106,no,0,GOOD,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,Site_B,LOC_4,Q4a,Hebe speciosa,22/11/22,16/2/2023,,23,79,yes,3,reasonable,Tradescantia coverage increasing rapidly. Urgent attention needed.
,Site_A,loc_4,Q5,Leptospermum scoparium,11/3/20,7/12/21,,31,246,TRUE,5,POOR,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_A,Loc_2,Q4,Pittosporum tenifolium,11.02.18,3/10/18,,53,262,YES,22,struggling,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_B,Loc_l,quad1,Pittosporum tenuifolium,3/10/20,23/4/2021,,53,73,yes,17,POOR,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,SITE_A,Location_4,Q6,Coprosma robusta,28/8/2024,13/3/2025,,132,126,FALSE,0,in decline,Bellbird observed in adjacent canopy. Vigorous; multiple flower spikes developing.
,Site_B,Loc 2,Q2,Coprosma robusta,1/8/18,2/15/20,,125,43,no,0,Good,Bindweed at lower stem only. Removed.
,Site_B,Loc_2,Q2,Pseudopanax crassifoluius,10/6/19,25/9/20,,52,244,0,0,Excellent,Dense tradescantia around base. Weed mat removed during visit.
,Site_B,Loc_2,Q3,Pseudopanax crassifolius,23.01.24,12/10/24,,49,240,N,0,Reasonable,Heavy kikuyu pressure from east side. Root zone likely affected.
,site_B,Loc_2,q4,Phormium tenax,21/12/20,21/5/2021,,179,250,No,0,great condition,Condition not fully assessed; heavy rain during visit. Check at next survey.
,Site_A,Location_3,Q2,Phormium tenax,24-Aug,05.02.22,,101,258,y,29,Excellent,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_A,Loc 2,Q6,Hebe speciosa,8/8/19,9/7/21,,34,161,Yes,0,reasonable,Windburn on leaves. Stem very solid.
,site_B,Loc_1,Q4,Pseudopanax crassifolius,9/23/20,08.02.22,,50,186,no,0,reasonable,Sedge competition at base but manageable.
,Site B,Location_1,Q4,Hebe speciosa,10/9/19,2/10/20,,69,243,No,0,dying,Tradescantia coverage increasing rapidly. Urgent attention needed.
,Site_A,Loc_l,Q3,Pittosporum tenuifolium,8/10/18,19-Sep,,,104,y,0,Average,Dense ground cover competing. Grass encroaching from all sides.
,Site_A,loc_3,quad5,Pittosporum tenuifolium,18/3/24,17/01/2025,,85,184,TRUE,34,Healthy,Windburn on leaves. Stem very solid.
,SITE_A,Location_3,quad1,Pseudopanax crassifolius,24/6/2022,17/10/2023,,41,-274,Y,28,ok,Leaf litter accumulating around base. Sign of establishing well.
,Site_A,LOC4,Q05,Pittosporum tenuifolium,14/7/2021,8/12/22,,34,61,n,0,fair,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,Loc_4,Q2,Hebe speciosa,22/10/2019,27/5/2021,,90,82,no,0,GOOD,Grass encroaching from north. Hand pull recommended.
